rndrng_npi,rndrng_prvdr_city,rndrng_prvdr_state_abrvtn,rndrng_prvdr_type,avg_mdcr_alowd_amt,avg_mdcr_pymt_amt,avg_mdcr_stdzd_amt,tot_benes,tot_bene_day_srvcs
1467613281,New York,NY,Cardiology,88.228181818,70.758181818,60.78,32.0,33.0
1245322627,Corpus Christi,TX,Portable X-Ray Supplier,26.494663677,19.86690583,20.566524664,395.0,419.0
1548221112,Danville,PA,Diagnostic Radiology,35.992439024,22.976097561,24.43,41.0,41.0
1215083191,Concord,MA,Internal Medicine,132.50833333,132.50833333,130.805,18.0,18.0
1225017882,Dallas,TX,Anesthesiology,60.5715625,48.3996875,25.36140625,64.0,64.0
1053752832,Beaverton,OR,Internal Medicine,252.75466667,252.75466667,251.74466667,15.0,15.0
1235313164,Allentown,PA,Urology,433.79683333,342.798,333.10216667,58.0,60.0
1629401187,Cincinnati,OH,Diagnostic Radiology,7.9390909091,6.1606060606,6.3663636364,29.0,32.0
1003018342,Jacksonville,FL,Diagnostic Radiology,36.018571429,28.851904762,27.26952381,21.0,21.0
1619012291,Baltimore,MD,Cardiology,20.920769231,16.730769231,14.92,26.0,26.0
1487152534,Anaheim,CA,Nurse Practitioner,149.03257143,116.704,107.61542857,35.0,35.0
1265404222,Poplar Bluff,MO,Pulmonary Disease,139.74454545,111.62818182,112.59,11.0,11.0
1861479370,Edina,MN,Cardiology,7.926745283,6.3475943396,6.5189150943,166.0,185.0
1497943856,Lauderdale Lakes,FL,Nephrology,44.844951456,35.518300971,33.899368932,86.0,206.0
1386910370,Columbia,MD,Diagnostic Radiology,58.5975,46.8485,38.8545,20.0,20.0
1255477105,Hudson,FL,Podiatry,126.78038961,92.125454545,92.888214286,80.0,308.0
1114900180,Noblesville,IN,Family Practice,2.9616666667,2.9616666667,2.94,16.0,18.0
1861593055,Indianapolis,IN,Pulmonary Disease,82.672222222,56.419777778,63.485333333,43.0,45.0
1174963086,Staten Island,NY,Nurse Practitioner,65.040336134,51.65907563,47.310378151,124.0,238.0
1144275702,Fargo,ND,Optometry,104.87297297,83.722972973,85.41,20.0,37.0
1508878414,Takoma Park,MD,Family Practice,147.30376344,91.069784946,78.366451613,93.0,186.0
1336139369,Arvada,CO,Nurse Practitioner,110.67075472,69.131226415,67.936509434,83.0,106.0
1750306221,Saint Paul,MN,Internal Medicine,103.22604167,82.162916667,82.01625,46.0,48.0
1396910451,West Linn,OR,Dermatology,92.958909091,73.954060606,70.511454545,121.0,165.0
1003081985,Suffern,NY,Interventional Cardiology,232.26142857,184.49333333,176.70190476,21.0,21.0
1548615412,Chapel Hill,NC,Physical Medicine and Rehabilitation,42.824827586,31.642413793,35.322413793,28.0,28.0
1164483244,Anaheim,CA,Cardiology,42.617674419,32.281395349,36.329244186,117.0,155.0
1508350695,Lancaster,PA,Family Practice,80.451944444,55.315277778,56.423888889,19.0,36.0
1154305696,Louisville,KY,Internal Medicine,104.81538462,80.365384615,86.125,26.0,26.0
1225331184,Williamsport,PA,Vascular Surgery,96.954545455,77.304545455,78.95,11.0,11.0
1356374391,Saint Louis,MO,Diagnostic Radiology,15.386923077,12.306923077,11.93,13.0,13.0
1215982996,West Palm Beach,FL,Physician Assistant,185.17036364,107.38272727,107.89854545,55.0,55.0
1194763250,Elk Grove Village,IL,Radiation Oncology,63.684145078,50.739015544,47.503005181,73.0,100.0
1023124922,Elkridge,MD,Internal Medicine,53.115714286,30.035757576,69.008441558,184.0,231.0
1255306072,Knoxville,TN,Gastroenterology,59.301477833,46.619392447,49.512610837,72.0,609.0
1780871186,Los Gatos,CA,Neurology,23.057356322,23.057356322,18.31,87.0,87.0
1124029368,Quakertown,PA,Pain Management,106.4212931,78.940258621,72.984396552,101.0,116.0
1699921163,Clinton Township,MI,Pulmonary Disease,105.64631579,74.775789474,76.664736842,14.0,16.0
1457360448,Encinitas,CA,Pain Management,668.15125,533.050625,473.50875,11.0,16.0
1578706396,Desoto,TX,Ophthalmology,70.97,56.570625,55.31125,14.0,16.0
1871034553,Port Chester,NY,Physical Therapist in Private Practice,24.343505713,19.019651233,16.417636801,92.0,1604.0
1942255005,Pinellas Park,FL,Dermatology,49.089217949,36.176897436,36.977525641,392.0,780.0
1902164098,West Columbia,SC,Interventional Radiology,84.831666667,67.161666667,67.327272727,64.0,66.0
1841446366,Richland,WA,Hospitalist,70.874208,56.619648,55.778096,255.0,625.0
1477540672,Newburgh,NY,Cardiology,144.88589744,116.10589744,104.72,25.0,39.0
1982712840,New Orleans,LA,Nephrology,100.78418605,80.682790698,80.786744186,30.0,43.0
1003346123,Mcloud,OK,Nurse Practitioner,12.229,12.229,110.41,20.0,20.0
1245217611,Chicago,IL,Medical Oncology,29.3196,19.7436,18.0012,14.0,25.0
1609873850,Santa Rosa,CA,Cardiology,22.908358209,17.997014925,16.834925373,67.0,67.0
1902987993,Bellevue,WA,Ophthalmology,604.10634783,482.06547826,425.46147826,74.0,115.0
1629365010,Saint Louis,MO,Diagnostic Radiology,38.92,30.0975,29.839285714,28.0,28.0
1487626032,San Diego,CA,Emergency Medicine,94.167777778,62.510740741,61.477777778,27.0,27.0
1275728008,Peotone,IL,Physician Assistant,15.32625,15.32625,15.85,48.0,48.0
1528079654,Teaneck,NJ,Orthopedic Surgery,132.33243243,105.55486486,95.614054054,52.0,74.0
1497199335,Winchester,VA,Diagnostic Radiology,114.93762887,89.070103093,85.181443299,91.0,97.0
1568833671,Cheverly,MD,Physician Assistant,65.70372549,52.439019608,47.742745098,40.0,51.0
1003346339,Western Springs,IL,Physical Therapist in Private Practice,25.913846154,19.436666667,18.344358974,37.0,37.0
1245272905,Delmont,PA,Internal Medicine,128.95909091,128.95909091,129.89,66.0,66.0
1023108164,Hamilton,NJ,Registered Dietitian or Nutrition Professional,33.73776,33.73776,31.13296,30.0,31.0
1285672584,Berkeley Heights,NJ,Cardiology,15.570666667,11.626,10.111333333,13.0,15.0
1538477435,Barrington,IL,Internal Medicine,134.3679235,97.954754098,93.017540984,311.0,549.0
1760799050,Atlantis,FL,Cardiology,52.653684211,39.921578947,39.069473684,17.0,19.0
1093891673,Sarasota,FL,Hematology-Oncology,56.372962963,45.102962963,46.12037037,13.0,26.0
1477716702,Chicago,IL,Diagnostic Radiology,12.514117647,8.1923529412,8.5570588235,17.0,17.0
1063068328,Wasilla,AK,Optometry,116.88538922,75.321976048,58.109640719,129.0,167.0
1336133735,Montgomery,AL,Diagnostic Radiology,8.967704918,6.6949180328,6.8616393443,58.0,58.0
1861998650,Santa Rosa,CA,Sports Medicine,134.5348,105.7536,101.1956,25.0,25.0
1851314637,East Greenwich,RI,Nurse Practitioner,145.00055556,99.826666667,101.4,11.0,18.0
1699725945,Walnut Creek,CA,Orthopedic Surgery,183.09333333,138.08592593,102.19888889,27.0,27.0
1104211283,Norcross,GA,Ophthalmology,39.103846154,26.538461538,27.445384615,13.0,13.0
1528053964,New York,NY,Hospice and Palliative Care,91.487971014,73.257971014,61.05,58.0,69.0
1316406523,Lutherville,MD,Ambulatory Surgical Center,346.46652174,268.39869565,280.50826087,23.0,23.0
1730323023,Winston Salem,NC,Gastroenterology,65.054193548,49.936129032,50.93516129,26.0,31.0
1457714131,Boston,MA,Diagnostic Radiology,0.1144129062,0.0900365269,0.0899840195,152.0,155.0
1497047278,Mooresville,NC,Physician Assistant,75.164158076,49.056082474,50.572079038,423.0,582.0
1831360064,Atlanta,GA,Diagnostic Radiology,11.032,7.0633333333,6.9526666667,15.0,15.0
1780704304,Fort Wayne,IN,Pathology,40.142790698,32.110232558,32.56,25.0,25.0
1104357169,San Francisco,CA,Emergency Medicine,129.46315476,101.34553571,94.766011905,163.0,168.0
1255675492,Duluth,MN,Hematology-Oncology,177.07,128.25,132.78545455,22.0,22.0
1083673248,Laguna Hills,CA,Endocrinology,19.066944444,19.066944444,18.92,36.0,36.0
1962481549,Huntington,WV,Family Practice,92.180163934,62.466147541,69.050327869,142.0,244.0
1225121346,Mobile,AL,Neurology,54.8025,42.963035714,44.273928571,55.0,56.0
1487107769,Somerville,MA,Podiatry,70.472272727,56.302272727,55.89,11.0,22.0
1215941372,Topsham,ME,Family Practice,3.14,3.14,3.11,11.0,13.0
1902125776,Laguna Niguel,CA,Family Practice,21.154,21.154,18.65,140.0,140.0
1346273117,South Bend,IN,Family Practice,17.924761905,17.924761905,16.62,21.0,21.0
1740331339,Coppell,TX,Emergency Medicine,16.246666667,16.246666667,16.22,11.0,12.0
1881127173,Fredericksburg,VA,Family Practice,69.843503759,53.973669173,54.22681203,298.0,665.0
1255759528,Algonquin,IL,Orthopedic Surgery,54.587457627,42.799322034,44.314237288,58.0,59.0
1861613275,Phoenix,AZ,Hospitalist,173.33933333,135.37866667,137.43733333,15.0,15.0
1023017571,Orange,CA,Diagnostic Radiology,0.1159207921,0.0924554455,0.091960396,20.0,20.0
1669463378,Bradenton,FL,Medical Oncology,6.8427777778,6.8427777778,6.73,15.0,18.0
1053545772,Toledo,OH,Diagnostic Radiology,9.3833082707,9.3833082707,9.5,133.0,133.0
1730168444,Arlington,TX,Orthopedic Surgery,120.1724,92.1288,98.9888,25.0,25.0
1093942112,Barrington,IL,Diagnostic Radiology,27.328636364,21.797272727,21.955909091,22.0,22.0
1316365430,Independence,OH,Family Practice,49.54,39.28,42.05,11.0,12.0
1043737406,Charleston,SC,General Surgery,67.721445783,54.061445783,55.9,39.0,83.0
1093883142,Watertown,WI,Family Practice,122.00618692,78.614074766,83.630672897,255.0,535.0
1780676023,New Haven,CT,Diagnostic Radiology,112.13705882,89.355294118,82.425882353,16.0,17.0
1013982305,Hutchinson,KS,Mass Immunizer Roster Biller,68.495725534,68.495725534,68.478042745,886.0,889.0
1023427440,Lafayette,LA,Nurse Practitioner,153.94853659,124.72768293,120.56902439,81.0,82.0
1932581931,Venice,FL,Podiatry,51.456981132,38.439056604,38.010377358,43.0,53.0
1972512754,Waldwick,NJ,Diagnostic Radiology,77.4556,59.7924,52.2812,25.0,25.0
1114446077,New York,NY,Nurse Practitioner,70.148163265,55.898163265,47.05,29.0,49.0
1538137948,Wilkes Barre,PA,General Surgery,125.99818182,84.629545455,85.989545455,21.0,22.0
1528445046,Charlottesville,VA,Diagnostic Radiology,48.0605,36.6245,35.291,58.0,58.0
1790929354,Waterloo,IA,Urology,0.4954545455,0.3954545455,0.3929545455,11.0,11.0
1558746701,Galesburg,IL,Nurse Practitioner,0.1217213115,0.0792622951,0.0792622951,39.0,39.0
1396112017,Bend,OR,Nurse Practitioner,11.940588235,9.0135294118,9.1494117647,13.0,17.0
1134191828,Montgomery,AL,Diagnostic Radiology,36.019565217,27.518695652,28.620434783,23.0,23.0
1639169790,Sarasota,FL,Physician Assistant,83.513043478,60.522391304,59.928695652,46.0,46.0
1295756864,Richfield,MN,Nephrology,201.96973684,157.32815789,157.28394737,24.0,38.0
1174565089,Plano,TX,Medical Oncology,104.81730769,81.908461538,85.405384615,18.0,26.0
1699160226,Fort Myers,FL,Anesthesiology,18.42,14.76,14.11,60.0,61.0
1710175997,Viroqua,WI,Podiatry,106.72982759,71.627758621,75.958448276,58.0,58.0
1366925562,Pittsburgh,PA,Nurse Practitioner,136.66,70.168333333,71.619166667,12.0,12.0
1235237744,Roosevelt,UT,Orthopedic Surgery,1238.8986667,989.65866667,1030.44,15.0,15.0
1205828886,Wilmington,NC,Orthopedic Surgery,10.593939394,8.4993939394,8.7457575758,32.0,33.0
1538162912,Albuquerque,NM,Diagnostic Radiology,11.5504,8.0884,7.6384,25.0,25.0
1053306183,Poughkeepsie,NY,Advanced Heart Failure and Transplant Cardiology,109.98733333,87.977333333,78.95,30.0,30.0
1184001133,Tulsa,OK,Family Practice,19.337647059,12.671176471,16.168235294,17.0,17.0
1831295815,Springfield,IL,Otolaryngology,28.067283237,20.46849711,21.400924855,136.0,173.0
1003802885,Mobile,AL,Internal Medicine,3.1311764706,3.1311764706,3.11,27.0,34.0
1942432380,Homer Glen,IL,Physician Assistant,31.976170213,25.517659574,22.914042553,22.0,22.0
1831283134,Derry,NH,Internal Medicine,124.64923077,89.759230769,85.632307692,12.0,13.0
1154507903,Louisville,KY,Otolaryngology,327.37555556,256.98851852,279.40888889,17.0,27.0
1053694174,Seattle,WA,Nurse Practitioner,64.532959184,51.602959184,47.51,79.0,98.0
1861748691,Springfield,MA,Hematology-Oncology,100.42943662,70.416197183,68.350028169,219.0,355.0
1609410166,N Las Vegas,NV,Nurse Practitioner,33.109662921,26.394044944,26.91011236,49.0,89.0
1568480721,Rancho Mirage,CA,Internal Medicine,109.65641256,86.662376682,81.370403587,155.0,223.0
1194739680,Williamston,NC,Podiatry,107.95,80.149760766,83.421148325,208.0,209.0
1689607038,Elverson,PA,Family Practice,116.19,36.658823529,48.309411765,30.0,34.0
1831552256,Sheboygan,WI,Internal Medicine,28.13,28.13,16.62,11.0,11.0
1295743672,Anniston,AL,Nurse Practitioner,11.143939394,8.6106060606,8.5303030303,25.0,30.0
1912212788,La Crosse,WI,Ophthalmology,189.43869565,147.57826087,122.35326087,45.0,46.0
1295963536,Springfield,MO,Dermatology,75.109230769,53.609615385,59.923076923,24.0,26.0
1942347877,Bellaire,TX,Pain Management,194.31732673,194.31732673,194.77,306.0,808.0
1306378559,Diamond Bar,CA,Psychiatry,134.13,95.024230769,90.242051282,30.0,78.0
1194832568,Lincoln,NE,Physician Assistant,72.03875,52.209285714,56.652142857,50.0,56.0
1962402024,Roanoke,VA,Cardiology,134.37848837,106.68162791,105.28162791,86.0,86.0
1073509592,Louisville,KY,Ophthalmology,33.912121212,22.094848485,24.461212121,33.0,33.0
1457332215,Neenah,WI,Internal Medicine,13.436,9.7353333333,10.442,13.0,15.0
1568752277,Baton Rouge,LA,Internal Medicine,13.217096774,13.217096774,13.122580645,89.0,93.0
1538131412,Thomasville,GA,Orthopedic Surgery,30.76,21.600833333,24.215833333,22.0,23.0
1831675123,Akron,OH,Nurse Practitioner,111.821,89.251,90.17,20.0,20.0
1265479547,Linwood,NJ,Urology,7.5664341085,7.5664341085,7.91,112.0,129.0
1912423971,Philadelphia,PA,Physical Therapist in Private Practice,36.265706806,28.420026178,26.510549738,57.0,348.0
1437141926,Fort Myers,FL,Diagnostic Radiology,49.815846154,34.330769231,33.671384615,65.0,65.0
1437114212,Jacksonville,FL,Emergency Medicine,120.65705882,96.687058824,96.59,17.0,17.0
1831650019,Scottsdale,AZ,Family Practice,156.7925,121.30333333,130.51916667,24.0,24.0
1629526462,Atlanta,GA,Anesthesiology Assistant,438.36666667,351.04416667,344.5775,12.0,12.0
1245689645,Cambridge,MA,Hospitalist,188.27208333,150.43791667,140.27,24.0,24.0
1760403562,Buffalo,MN,Family Practice,176.690625,176.690625,183.14,16.0,16.0
1801006838,Morristown,NJ,Vascular Surgery,17.364,17.364,15.26,13.0,15.0
1881614923,Jacksonville,FL,Family Practice,73.741041667,57.61375,56.170208333,48.0,48.0
1417094400,Pigeon,MI,Emergency Medicine,117.20938462,84.801538462,88.114307692,65.0,65.0
1225061054,Vineland,NJ,Diagnostic Radiology,111.86333333,83.222666667,76.477333333,15.0,15.0
1104116375,Brooklyn,NY,Physical Medicine and Rehabilitation,113.44333333,90.601016949,73.61079096,77.0,177.0
1033115464,Erie,PA,Hematology-Oncology,68.403333333,53.977466667,55.1656,29.0,75.0
1780607192,Brooklyn,NY,Ophthalmology,48.300040706,35.880719132,29.677842605,339.0,737.0
1972010718,Grand Rapids,MI,Physician Assistant,73.013571429,50.216428571,53.777619048,41.0,42.0
1710937768,Ephrata,PA,Nurse Practitioner,104.18235294,81.071764706,82.380588235,17.0,17.0
1881948131,Oklahoma City,OK,Nurse Practitioner,138.84175676,88.898513514,101.54189189,67.0,74.0
1750327680,Eugene,OR,Chiropractic,39.039027027,23.553945946,24.017351351,29.0,185.0
1710382379,Orlando,FL,Hospitalist,90.403,73.955,84.334,12.0,20.0
1588660401,Santa Cruz,CA,Hospitalist,114.12270073,90.983722628,82.113722628,132.0,137.0
1487615571,Syracuse,NY,Physician Assistant,74.3646875,55.145729167,57.411666667,91.0,96.0
1013968601,Las Vegas,NV,Diagnostic Radiology,94.278333333,65.205,63.325,12.0,12.0
1487979837,Great Neck,NY,Cardiology,131.22779412,104.91779412,86.279705882,39.0,66.0
1851498430,Manhasset,NY,Clinical Cardiac Electrophysiology,31.297108014,22.701236934,18.958937282,63.0,574.0
1447455860,Burnet,TX,Emergency Medicine,118.47782609,84.07,86.19,23.0,23.0
1851746184,Dallas,TX,Anesthesiology,132.07285714,105.54642857,107.58571429,14.0,14.0
1003374885,Monroe,GA,Nurse Practitioner,111.6290625,89.0190625,89.03,39.0,64.0
1831212265,Garden City,NY,Micrographic Dermatologic Surgery,209.87526316,168.15631579,133.51684211,19.0,19.0
1235497256,Altamonte Springs,FL,Nephrology,111.71727273,89.077272727,89.26,11.0,11.0
1548261274,Great Falls,MT,Pulmonary Disease,8.9759055118,6.722992126,6.6065354331,124.0,127.0
1073511861,Savannah,GA,Family Practice,1.1044565217,0.8038043478,0.8486956522,19.0,26.0
1174585285,Tyler,TX,Diagnostic Radiology,37.35625,29.80625,29.85,16.0,16.0
1659871648,Tulsa,OK,Physician Assistant,2.2376470588,2.2376470588,2.21,17.0,17.0
1366736928,Grafton,WI,Orthopedic Surgery,974.20090909,779.62090909,1078.4254545,11.0,11.0
1811162787,Oswego,NY,Psychiatry,99.242677419,74.408870968,97.683064516,27.0,310.0
1649376823,Burlingame,CA,Ophthalmology,36.511764706,27.477647059,22.343529412,17.0,17.0
1629577119,Goose Creek,SC,Nurse Practitioner,72.550639269,51.630639269,55.381917808,126.0,219.0
1427143676,Beaumont,TX,Orthopedic Surgery,10.665333333,7.9426666667,8.1233333333,15.0,15.0
1003890302,Winston Salem,NC,Diagnostic Radiology,129.10953846,90.582153846,96.333692308,63.0,65.0
1780289850,Va Beach,VA,Nurse Practitioner,7.848030303,7.848030303,7.91,109.0,132.0
1316067457,Van Nuys,CA,Cardiology,1078.4533333,856.278,706.89866667,30.0,30.0
1134455355,New York,NY,Nephrology,148.41434783,116.22869565,97.895217391,22.0,23.0
1720067317,Yarmouth,ME,Family Practice,68.54,68.54,68.54,44.0,44.0
1083707855,Beckley,WV,Interventional Pain Management,453.83878788,355.67686869,407.39313131,77.0,99.0
1982896452,Tampa,FL,Diagnostic Radiology,8.015483871,6.2096774194,6.0290322581,30.0,30.0
1366489874,Fredericksburg,VA,Orthopedic Surgery,1.1254686192,0.8360125523,0.8512594142,189.0,232.0
1437219268,Baltimore,MD,Emergency Medicine,74.438095238,57.472380952,55.203809524,20.0,21.0
1992236046,Mankato,MN,Internal Medicine,10.964375,10.964375,16.62,16.0,16.0
1780769232,Pollocksville,NC,Pulmonary Disease,13.797626728,10.41156682,10.80202765,74.0,285.0
1558622548,Oshkosh,NE,Nurse Practitioner,144.22963964,101.88243243,109.05306306,49.0,111.0
1407190465,Los Angeles,CA,Licensed Clinical Social Worker,120.77666667,94.210833333,88.378333333,12.0,12.0
1770072514,Cedar Park,TX,Physician Assistant,13.77,10.99,11.29,19.0,19.0
1831422377,Kittery Point,ME,Diagnostic Radiology,8.8146560197,6.7698648649,6.7833046683,761.0,800.0
1235132549,Miami,FL,General Surgery,23.994878049,16.848292683,14.531707317,40.0,41.0
1013061456,Lake City,FL,General Practice,179.9772,131.877525,131.63085,151.0,400.0
1497346217,Chula Vista,CA,Nurse Practitioner,171.5528,136.8328,128.45,17.0,25.0
1497230478,Boaz,AL,Nurse Practitioner,8.3154545455,6.5854545455,7.6,11.0,11.0
1235166943,Lawrence,KS,Neurology,95.185815603,73.337163121,78.236241135,80.0,83.0
1538169206,Somers Point,NJ,Pathology,26.945862069,21.345862069,20.62,19.0,19.0
1356348387,Fresno,CA,Neurology,200.33666667,149.31466667,145.096,15.0,15.0
1265174353,Littleton,CO,Nurse Practitioner,41.443684211,41.443684211,41.355263158,18.0,19.0
1780618488,Springfield,OH,Mass Immunizer Roster Biller,10.378050847,10.378050847,10.350875706,42.0,50.0
1508820655,Kansas City,MO,Cardiology,38.5584,27.130133333,25.809333333,149.0,150.0
1437380854,Greenville,SC,Diagnostic Radiology,8.5754166667,6.8454166667,7.05,20.0,21.0
1942281662,New London,CT,Physical Medicine and Rehabilitation,48.474,34.752,32.967,11.0,20.0
1912302886,New Orleans,LA,Nurse Practitioner,136.56444444,99.350666667,103.72555556,45.0,45.0
1265420996,Louisville,KY,Cardiology,171.722,128.28666667,134.71866667,15.0,15.0
1306406038,Ulysses,KS,Physical Therapist in Private Practice,65.48,52.17,55.35,17.0,22.0
1235576810,Charleston,SC,Nurse Practitioner,107.88351351,83.915405405,89.394054054,37.0,37.0
1942315718,Nutley,NJ,Mass Immunizer Roster Biller,277.64833333,277.64833333,276.4975,12.0,12.0
1407847015,Ames,IA,Diagnostic Radiology,27.314375,17.76375,19.681875,16.0,16.0
1437187846,Brooklyn,NY,Cardiology,158.41625,126.82125,98.7725,16.0,16.0
1922445212,Raleigh,NC,Nurse Practitioner,73.902465116,46.239581395,49.060372093,207.0,215.0
1164556262,Lubbock,TX,Family Practice,13.209727273,13.209727273,13.122727273,101.0,110.0
1760157374,Dumfries,VA,Nurse Practitioner,19.757857143,19.757857143,19.6,129.0,140.0
1700024528,Benson,NC,Mass Immunizer Roster Biller,68.453684211,68.453684211,68.419210526,37.0,38.0
1164808200,Grafton,WI,Nurse Practitioner,102.79741007,71.346834532,76.356330935,110.0,139.0
1376974469,Worcester,MA,Physical Therapist in Private Practice,21.960165289,17.491212121,16.922534435,33.0,301.0
1134103286,Boulder,CO,Physician Assistant,72.040819672,37.413114754,43.176229508,55.0,61.0
1619990496,Nashua,NH,Gastroenterology,62.878257576,45.976893939,43.393106061,127.0,132.0
1104850312,Monterey,CA,Ambulatory Surgical Center,943.055,752.64136364,533.17863636,22.0,22.0
1063856425,Lakeway,TX,Anesthesiology,97.059807692,66.630961538,68.378269231,38.0,52.0
1205121696,Birmingham,AL,Diagnostic Radiology,102.75895652,76.403217391,76.194782609,110.0,115.0
1467501064,Chicago,IL,Advanced Heart Failure and Transplant Cardiology,137.11458333,76.7625,70.466666667,23.0,24.0
1013956309,Boston,MA,Podiatry,106.44902439,77.879878049,71.032439024,61.0,82.0
1386039824,North Mankato,MN,Family Practice,13.216923077,13.216923077,13.122769231,64.0,65.0
1427053917,Maplewood,MN,Podiatry,99.91,79.98,80.32,13.0,18.0
1669691424,Lynnwood,WA,Diagnostic Radiology,86.002631579,67.562368421,56.822368421,22.0,23.0
1235151911,Saint Paul,MN,Mass Immunizer Roster Biller,39.68,39.68,39.2,11.0,11.0
1174594162,Newark,DE,Orthopedic Surgery,49.442619048,33.156309524,31.785119048,125.0,168.0
1730130006,Glendale,AZ,Internal Medicine,13.176223404,13.176223404,13.342367021,315.0,376.0
1982174991,Seattle,WA,Physical Therapist in Private Practice,26.179074074,18.052777778,16.089444444,22.0,42.0
1053577718,Myrtle Beach,SC,Hematology-Oncology,1.6798181818,1.29,1.3085454545,15.0,55.0
1033736624,Albert Lea,MN,Nurse Practitioner,81.955471698,44.050754717,45.031320755,51.0,53.0
1700924651,Saginaw,MI,Certified Registered Nurse Anesthetist (CRNA),99.382727273,99.382727273,99.508181818,11.0,11.0
1033559711,Savannah,GA,Diagnostic Radiology,30.278796296,30.278796296,30.928518519,108.0,108.0
1407110315,West Columbia,SC,Urology,36.678290598,29.287521368,31.62957265,95.0,117.0
1578599098,Rockford,IL,Mass Immunizer Roster Biller,11.697205882,11.697205882,11.697205882,15.0,16.0
1386039873,Walnut Creek,CA,Hospitalist,81.763913043,65.493913043,56.16,23.0,23.0
1659008787,Wilkes Barre,PA,Physical Therapist in Private Practice,28.770961538,22.923846154,23.666730769,13.0,45.0
1245407469,Austin,TX,Vascular Surgery,49.307868852,39.347868852,40.96,55.0,61.0
1881630556,Oxon Hill,MD,Physical Therapist in Private Practice,25.712690355,20.248172589,18.183071066,29.0,202.0
1346512423,Wichita,KS,Nurse Practitioner,132.68166667,97.28,101.22333333,11.0,12.0
1073712576,Huntington,WV,Diagnostic Radiology,50.5775,50.5775,50.19,24.0,24.0
1073573903,Pomona,CA,Cardiology,8.8618,7.0918,6.51,41.0,47.0
1780822593,Huntington,NY,Anesthesiology,201.42911111,156.28814815,129.23214815,135.0,135.0
1407875073,Panama City,FL,Cardiology,45.40244898,37.364285714,37.049387755,24.0,25.0
1447316716,Kings Mountain,NC,Mass Immunizer Roster Biller,0.0271111111,0.0271111111,0.0271111111,45.0,45.0
1154363935,Columbus,OH,Emergency Medicine,177.28265152,141.69170455,140.28575758,262.0,264.0
1497887251,Fontana,CA,Podiatry,90.21902834,70.700890688,70.910404858,143.0,494.0
1396931861,Baltimore,MD,Internal Medicine,137.77064748,96.148129496,88.739208633,136.0,139.0
1518417674,Pasadena,MD,Physical Therapist in Private Practice,34.203630137,27.266917808,25.533493151,26.0,131.0
1326581034,Oklahoma City,OK,Nurse Practitioner,72.336275862,57.176827586,59.886965517,146.0,290.0
1174108815,Greenfield,WI,Nurse Practitioner,2.0483333333,2.0483333333,2.21,12.0,12.0
1194846568,Columbia,SC,Pathology,62.192142857,49.782142857,49.92,12.0,12.0
1720050065,Bryan,TX,Cardiology,187.434625,137.75525,144.4355,77.0,80.0
1164445417,Elizabethtown,KY,Diagnostic Radiology,14.980909091,9.2681818182,9.5690909091,22.0,22.0
1912363755,Steamboat Springs,CO,Nurse Practitioner,78.091034483,61.17045977,60.320344828,81.0,87.0
1467864470,Prescott,AZ,Physician Assistant,10.424421053,10.424421053,10.506421053,77.0,95.0
1942937594,Duluth,MN,Audiologist,31.656363636,22.9,23.503636364,53.0,55.0
1427595354,Hollywood,FL,Clinical Laboratory,592.48818898,592.48818898,588.0,1778.0,1778.0
1619959780,Sterling Heights,MI,Orthopedic Surgery,45.62,34.793157895,34.871052632,16.0,16.0
1225050826,Las Vegas,NV,Mass Immunizer Roster Biller,39.75137931,39.75137931,39.2,116.0,116.0
1528441359,Chesterfield,MI,Podiatry,53.431052632,41.676052632,40.695789474,22.0,38.0
1013982149,The Woodlands,TX,Neurology,158.17153374,111.35288344,118.44705521,163.0,163.0
1831104496,Paoli,PA,Family Practice,218.782,162.73133333,152.95466667,14.0,15.0
1720088974,Cookeville,TN,Family Practice,67.458172043,67.458172043,68.562096774,186.0,186.0
1295321800,Hollywood,FL,Nurse Practitioner,138.0116129,110.10709677,109.77064516,62.0,62.0
1386767697,Vineland,NJ,Internal Medicine,3.0015384615,3.0015384615,3.21,11.0,13.0
1417961632,Los Angeles,CA,Ophthalmology,362.92604167,282.19916667,248.91854167,45.0,48.0
1669474524,Indianapolis,IN,Pulmonary Disease,65.53225,52.292,54.81,40.0,40.0
1346253648,Saratoga Spgs,NY,Mass Immunizer Roster Biller,38.166923077,38.166923077,39.2,13.0,13.0
1689992091,Erie,PA,Emergency Medicine,8.1031205674,6.2704609929,6.3130496454,266.0,276.0
1144226168,Bellingham,WA,Cardiology,77.901764706,62.401764706,61.32,34.0,34.0
1063473346,Jefferson City,TN,Orthopedic Surgery,120.16531532,89.192432432,95.296126126,92.0,111.0
1487065751,Ocala,FL,Emergency Medicine,44.058928571,31.575714286,33.033571429,59.0,64.0
1174123079,Bethlehem,PA,Nurse Practitioner,198.28275,156.00875,143.8495,35.0,40.0
1104868967,Novi,MI,Pulmonary Disease,55.477118644,42.665169492,42.151059322,208.0,236.0
1770810590,San Francisco,CA,Obstetrics & Gynecology,204.04568966,156.78431034,139.97172414,58.0,58.0
1285890038,Seattle,WA,Sleep Medicine,134.27214286,97.700238095,88.783571429,42.0,42.0
1053512459,Detroit,MI,Diagnostic Radiology,15.620294118,10.975882353,10.764705882,34.0,34.0
1164550745,Worcester,MA,Optometry,99.097735849,59.56509434,127.76679245,51.0,53.0
